PARAMETERS
Network: unet
Loss: mse_with_tv_reg
Optimizer: adam
Learning rate: 0.0001
Number of iterations: 50000

w_h: 1e-06
w_v: 0.0
w_mse: 10.0

Iteration	Loss	SNR	CNR	SSIM
input_image	N/A	59.471073112	0.595207314862	0.0881282719513
0	4.6346821785	7.09539082918	0.0109604427292	0.00451265196509
1000	1.8566788435	30353876.9484	0.0	2.10705064793e-05
2000	0.68250888586	4318.23366414	0.0403738671579	0.0621437716507
3000	0.547041475773	1319.11522167	2.05680647874	0.272654215677
4000	0.46164944768	2553.91129242	3.3931039319	0.43361014158
5000	0.404664069414	14630.7226001	6.34720249774	0.111094796701
6000	0.35947984457	5569.70674209	2.5711127304	0.382336677861
7000	0.309480667114	1604.01911136	2.91454760368	0.409387045435
8000	0.267091393471	1801.39542145	2.02946162729	0.400259621601
9000	0.2264316082	3507.44701672	1.58139004541	0.477207192092
10000	0.197766005993	5442.54189086	2.20954131487	0.510365835447
11000	0.185329705477	6214.39888134	2.37705786026	0.581722809926
12000	0.176450833678	7294.96637704	2.68817670164	0.605558554573
13000	0.171433731914	6659.90027728	2.64299074055	0.605526686663
14000	0.167144581676	6498.46124077	2.49910550434	0.608718688434
15000	0.16626226902	8934.7446048	2.60553330138	0.592298892106
16000	0.238392814994	5047.94449157	1.2904147024	0.137178878006
17000	0.164115652442	7358.97712595	2.30535651817	0.589801962475
18000	0.164283871651	30133.7898758	3.20495597824	0.601387773429
19000	0.160973072052	7080.39305698	2.21997182018	0.612878062459
20000	0.160349696875	8177.61834868	1.93366130259	0.615054859401
21000	0.158926963806	6323.48083269	2.06578655757	0.615445790307
22000	0.158034563065	5817.28329309	2.0181955388	0.614679337282
23000	0.157437592745	5836.71738485	2.03577730045	0.612608212656
24000	0.156446918845	5326.91888068	1.81750625359	0.612366918185
25000	0.155847162008	4650.46614059	1.93029255617	0.60547001461
26000	0.15513189137	4141.53577604	1.68385603538	0.602176984082
27000	0.154249489307	3512.50020365	1.64604538181	0.595326289952
28000	0.153457552195	2980.38740711	1.59698577338	0.583880286407
29000	0.152729183435	2517.4982862	1.49657378864	0.568443559764
30000	0.151830077171	2098.9325295	1.53069076746	0.550693576108
31000	0.150899216533	1639.29881506	1.40714486334	0.53099467805
32000	0.15031068027	1492.25135574	1.43021767337	0.513725628705
33000	0.149525165558	1205.94027268	1.42888710939	0.49373597606
34000	0.148902133107	974.434792702	1.2223802496	0.477772858896
35000	0.148051381111	913.559096542	1.30099095033	0.462672187305
36000	0.147504240274	894.99948806	1.2666176058	0.455549058069
37000	0.147550925612	769.904568786	1.12040509412	0.442004971799
38000	0.146353587508	784.825936627	1.25256317168	0.430297491133
39000	0.146143764257	748.228950363	1.24253046746	0.422023578173
40000	0.145411193371	650.278802062	1.16857623484	0.406310939899
41000	0.144823685288	638.17428641	1.19585948382	0.39976669494
42000	0.144399404526	621.589948159	1.2031325938	0.392318532547
43000	0.144239515066	601.697937179	1.16320232888	0.392175539301
44000	0.143886893988	579.157436992	1.21036977131	0.377883790353
45000	0.143613100052	539.92439048	1.09946238765	0.378965932478
46000	0.144028127193	534.473877333	1.0699463396	0.379191511941
47000	0.14293409884	536.782365749	1.12521977939	0.37221073563
48000	0.143379226327	523.312014128	1.0591960937	0.375412275668
49000	0.142574235797	495.608297337	1.11467640103	0.357984603804
50000	0.142969027162	547.738962734	1.17750195499	0.364831747551
