PARAMETERS
Network: deep_decoder
Loss: mse_with_edge_reg
Optimizer: adam
Learning rate: 0.0001
Number of iterations: 50000

w_h: 1e-06
w_v: 1e-06
w_mse: 10.0

Iteration	Loss	SNR	CNR	SSIM
input_image	N/A	60.2895413446	1.92089590447	0.0760067136466
0	25.2226314545	8.7695574787	0.110159119655	0.115687551734
1000	0.722440183163	68.0296512304	0.692235377945	0.244690101618
2000	0.463956952095	116.579063894	1.17081371274	0.22579746837
3000	0.379488259554	230.60611314	1.58307032587	0.296159956274
4000	0.338736981153	391.159868766	1.92642027154	0.337206154782
5000	0.314593881369	584.823971161	2.20909264224	0.32874680832
6000	0.297245740891	721.638923536	2.48332848837	0.330822099316
7000	0.282216668129	729.209712185	2.79399675734	0.302267003336
8000	0.268145054579	800.110612185	3.1688690271	0.302577573896
9000	0.254508286715	995.795903653	3.6560126426	0.315380095294
10000	0.241512924433	1249.28856699	4.30245723162	0.357378675571
11000	0.230041980743	1603.93855486	4.98909048876	0.376380095665
12000	0.21996833384	1818.31527696	5.51760255768	0.374388166246
13000	0.211226597428	2241.62764124	6.1903929614	0.393537987505
14000	0.204170182347	2662.99407359	6.71517178061	0.406981302173
15000	0.198835328221	3177.67195926	7.18360308655	0.418389529013
16000	0.195135071874	3535.55250082	7.39125159004	0.425474922236
17000	0.192505285144	3779.65026486	7.56817461039	0.427953733951
18000	0.19063590467	3885.80285347	7.70064000232	0.439672115359
19000	0.189166814089	3969.7942448	7.76401144883	0.442239542254
20000	0.187932938337	3964.55234728	7.80502345357	0.437972623068
21000	0.186947375536	3993.93606346	7.84322141278	0.43885158777
22000	0.186135947704	4080.22227497	7.99177782751	0.436286633727
23000	0.185433834791	4173.59699972	8.07185034832	0.436988773861
24000	0.184807702899	4181.36962729	8.14037115133	0.437572077674
25000	0.184291094542	4139.61317032	8.18195271963	0.438719450861
26000	0.183855742216	4162.86493793	8.2032406518	0.436784161602
27000	0.183472916484	4086.86049803	8.17405403882	0.438693705496
28000	0.183130770922	4220.98838289	8.18165882137	0.437238253817
29000	0.182823479176	4136.51263941	8.15680725116	0.439033017503
30000	0.182531356812	4096.26341697	8.12410655185	0.441820428003
31000	0.182259380817	4136.0946764	8.09398918334	0.441292064479
32000	0.182006433606	4146.12325886	8.12609431883	0.445457876493
33000	0.181769281626	4173.49634558	8.12895294668	0.44802644085
34000	0.18156182766	4265.51811059	8.17215113967	0.450520215691
35000	0.181362837553	4134.84226034	8.13109309916	0.454527459865
36000	0.181146457791	4292.07468137	8.13949028791	0.457423591667
37000	0.180969104171	4416.07691824	8.22179587166	0.459950039889
38000	0.180795192719	4407.26411405	8.23335425876	0.458781196284
39000	0.180653229356	4379.83863752	8.24705378033	0.45630021434
40000	0.180519551039	4286.30365992	8.18143072123	0.45456657967
41000	0.180393725634	4364.89450013	8.15211699988	0.453852820406
42000	0.180296733975	4520.19282295	8.27097400401	0.451099493122
43000	0.18016178906	4609.30741384	8.30431523153	0.451094890135
44000	0.18006503582	4480.20653143	8.28249132753	0.450223803798
45000	0.179954916239	4463.48341216	8.3181679518	0.449816320687
46000	0.179871022701	4585.6680336	8.32529386711	0.448799199066
47000	0.179759055376	4740.31149915	8.36786416173	0.447143095156
48000	0.17967505753	4510.20124269	8.34205059314	0.446197628272
49000	0.179564252496	4451.37920083	8.3374539204	0.449268428478
50000	0.179476454854	4649.82723801	8.36286352018	0.450399934491
