Iteration	CNR	SSIM
input_image	2.06435017317	0.0806143729189
0	0.265761675462	0.196877575406
1000	0.434979636055	0.170037284246
2000	0.837543331207	0.148997386535
3000	1.14604038002	0.201365829065
4000	1.37577295082	0.236038416438
5000	1.56831446879	0.24663505715
6000	1.79512776514	0.280553864239
7000	1.99522580989	0.311508704441
8000	2.25242481416	0.332407833137
9000	2.66926216457	0.354305986184
10000	3.2275982588	0.379140207274
11000	4.06501158741	0.40492382293
12000	5.01344362656	0.430125017043
13000	5.71482114322	0.436389956552
14000	6.26830183798	0.440710978078
15000	6.69788241554	0.442098889928
16000	6.97008145428	0.451819750383
17000	7.10222434723	0.453882593499
18000	7.2126082417	0.456858770174
19000	7.28517871532	0.458205525836
20000	7.4355367033	0.454591921667
21000	7.50739073502	0.460838626166
22000	7.59684921661	0.456449519941
23000	7.65080962285	0.457425173935
24000	7.73394600254	0.453666742067
25000	7.81867495401	0.454680824266
26000	7.9213879367	0.456008413618
27000	7.95638369854	0.458630971232
28000	8.03055608447	0.461376624502
29000	8.03683043897	0.464026122013
30000	8.04627693611	0.470256121428
31000	8.05591268066	0.468672602508
32000	8.05601457058	0.470542486327
33000	8.08466157991	0.47612576191
34000	8.08691372699	0.475835699524
35000	8.05739129949	0.474865757824
36000	8.0311801465	0.476366413019
37000	8.023088439	0.468923693117
38000	8.02624010989	0.463667821297
39000	8.02976118737	0.458363622549
40000	8.00630492574	0.457398675318
41000	8.01129473611	0.457100606701
42000	8.06331074134	0.459630630804
43000	8.05708467858	0.458922757334
44000	8.10208282419	0.460361005838
45000	8.11736879396	0.460644589876
46000	8.1187430388	0.463415361577
47000	8.11211302434	0.46422480926
48000	8.15498987271	0.463116882503
49000	8.15565043045	0.463509704516
50000	8.12851063147	0.464040403319
