Iteration	CNR	SSIM
input_image	1.66398311994	0.0789971110488
0	0.0212512796075	0.00390801119802
1000	0.0403287186852	0.2175711599
2000	0.725579007422	0.243308490307
3000	8.11595877873	0.432709802837
4000	8.25937884506	0.462178978426
5000	7.55267344817	0.466108127286
6000	6.57898643375	0.466712683671
7000	6.36636721212	0.469887325971
8000	6.07706169308	0.464134185662
9000	6.07990828555	0.458748502023
10000	1.5927793261	0.291352551112
11000	8.30332813677	0.476189918479
12000	6.56571089759	0.46638826266
13000	6.51624524008	0.455815751215
14000	7.31521837456	0.479916911975
15000	5.88312982385	0.468346621845
16000	8.47269136802	0.483016763283
17000	6.46396358792	0.48025514294
18000	6.04669206489	0.480561895324
19000	5.43105909591	0.465498452161
20000	8.20762220422	0.480521499647
21000	6.06312336407	0.48499763159
22000	6.20400960766	0.4818434887
23000	5.69929419072	0.475387794848
24000	7.59440812624	0.474768062459
25000	8.57683699065	0.484176910009
26000	5.91804174594	0.477248325126
27000	5.56813103973	0.467470934138
28000	5.8111046236	0.478344185448
29000	7.81284359579	0.487170857832
30000	5.48489881733	0.468527049753
31000	5.62183074693	0.465303624501
32000	5.48107664157	0.459160138636
33000	5.35810447357	0.453864140043
34000	6.04898013952	0.47299441654
35000	5.58251641846	0.445852232408
36000	6.62484217512	0.437597989938
37000	6.53138818161	0.436657690521
38000	6.03281012496	0.432574441458
39000	5.96804019995	0.4341742573
40000	5.83806843109	0.427251357892
41000	5.69207277442	0.421108576059
42000	5.60513522569	0.413251979343
43000	5.45038844726	0.41069626067
44000	0.0842015647837	0.296810424177
45000	5.49151590528	0.425273623347
46000	5.24223692183	0.401880404493
47000	5.33164458955	0.403308156957
48000	5.18774900318	0.394846586609
49000	5.04584107622	0.390373334137
50000	4.93642857129	0.381313624809
