Iteration	CNR	SSIM
input_image	1.66398311994	0.0789971110488
0	0.300046082931	0.279717918983
1000	0.766384721489	0.175137225723
2000	1.28964313356	0.215048885153
3000	1.71770118573	0.241284587945
4000	2.08917174765	0.264981185156
5000	2.497661886	0.282125055289
6000	2.94285387	0.28486911114
7000	3.36172152277	0.300845029531
8000	3.76452546617	0.307908252817
9000	4.07610193871	0.324947067249
10000	4.27019338765	0.343749627328
11000	4.3386372475	0.350342839988
12000	4.44469410395	0.362490187246
13000	4.46113755485	0.366286866045
14000	4.49367669162	0.372899953361
15000	4.50287530565	0.374696139601
16000	4.52209812063	0.379506235538
17000	4.53066007406	0.383724107448
18000	4.54610316391	0.386121091702
19000	4.54025823667	0.383930721424
20000	4.50436392582	0.384138788545
21000	4.51323164433	0.38366506084
22000	4.51962468316	0.384193353946
23000	4.53713695173	0.384876778352
24000	4.51355833111	0.385556446248
25000	4.53767367635	0.386625081768
26000	4.55165305628	0.387938958533
27000	4.52790325991	0.388049819829
28000	4.5379065974	0.388176792734
29000	4.53523275449	0.388697435411
30000	4.52157092506	0.388885146005
31000	4.53032323668	0.388780121375
32000	4.52314238559	0.388344686141
33000	4.53672545029	0.387744326418
34000	4.5336349678	0.387719425701
35000	4.52832444636	0.388167265195
36000	4.54964637104	0.389027124372
37000	4.53743293516	0.388628526173
38000	4.54307583523	0.387837728008
39000	4.54521479764	0.388643438142
40000	4.53040314872	0.388087689259
41000	4.53769416314	0.388808297624
42000	4.52114083284	0.388358108089
43000	4.52577415085	0.389353669266
44000	4.50611378265	0.388937203999
45000	4.5130849814	0.389358157156
46000	4.49987615267	0.389927161623
47000	4.49997476338	0.389210949316
48000	4.51581839349	0.389329615145
49000	4.49145636819	0.388879764768
50000	4.49350855544	0.388715188044
